Ensembl_ID,Protein_Accession,Gene,Gene_Description,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
ENSG00000156110,P55263,ADK,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257],-0.146,-0.022,-0.347,-0.056,5.18E-02,9.05E-01,2.33E-02,5.50E-01
ENSG00000156110,A0A5F9ZH76,ADK,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257],-0.601,-0.316,0.058,-0.672,1.17E-01,4.71E-01,9.17E-01,1.39E-01
ENSG00000101126,Q9H2P0,ADNP,activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766],1.055,-0.151,0.107,0.445,3.73E-04,7.15E-01,4.69E-01,6.03E-02
ENSG00000181915,Q96SZ5,ADO,2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506],1.537,0.856,0.057,0.326,3.91E-05,5.95E-03,8.78E-01,2.66E-01
ENSG00000159322,Q9BRR6,ADPGK,ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250],-0.374,0.091,-0.066,-0.013,1.03E-03,5.97E-01,2.91E-01,7.38E-01
ENSG00000116863,Q9NX46,ADPRS,ADP-ribosylserine hydrolase [Source:HGNC Symbol;Acc:HGNC:21304],-0.245,0.027,-0.077,-0.160,1.37E-02,8.41E-01,3.33E-01,1.08E-01
ENSG00000130706,Q16186,ADRM1,ADRM1 26S proteasome ubiquitin receptor [Source:HGNC Symbol;Acc:HGNC:15759],-0.034,-0.157,-0.046,0.093,6.42E-01,1.11E-01,5.95E-01,2.19E-01
ENSG00000239900,A0A7P0T9A7,ADSL,adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291],1.018,0.183,-0.125,-0.122,3.00E-05,1.11E-02,2.03E-01,5.56E-02
ENSG00000185100,Q8N142,ADSS1,adenylosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:20093],0.593,-0.237,1.376,-0.094,5.74E-05,1.35E-02,2.93E-03,2.63E-01
ENSG00000035687,P30520,ADSS2,adenylosuccinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:292],0.189,0.007,0.010,0.102,6.27E-02,8.35E-01,8.07E-01,3.02E-01
ENSG00000196526,Q8N556,AFAP1,actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017],-2.882,-0.160,-0.333,-0.187,2.34E-03,3.85E-01,1.88E-01,2.93E-01
ENSG00000169129,F6QUH3,AFAP1L2,actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901],-3.281,-0.557,-0.656,-0.599,3.16E-03,9.76E-02,8.83E-02,9.48E-02
ENSG00000130396,J3KN01,AFDN,"afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]",2.384,0.116,0.088,-0.129,3.19E-05,3.34E-01,4.70E-01,1.21E-01
ENSG00000145375,Q8NB90,AFG2A,AFG2 AAA ATPase homolog A [Source:HGNC Symbol;Acc:HGNC:18119],-0.200,-0.098,0.096,0.169,4.81E-02,4.58E-01,2.53E-01,7.09E-02
ENSG00000171763,Q9BVQ7,AFG2B,AFG2 AAA ATPase homolog B [Source:HGNC Symbol;Acc:HGNC:28762],-0.061,0.086,0.607,0.413,6.53E-01,2.55E-01,2.89E-02,1.07E-01
ENSG00000141385,Q9Y4W6,AFG3L2,AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315],1.214,0.243,0.093,0.316,1.26E-05,3.26E-02,2.21E-01,1.41E-01
ENSG00000081051,J3KMX3,AFP,alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317],-4.431,-2.445,-0.482,-0.738,1.63E-03,9.64E-03,1.15E-01,6.84E-02
ENSG00000133612,Q96P47,AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]",-0.051,-0.339,0.085,0.059,3.77E-01,6.64E-02,6.01E-01,7.76E-01
ENSG00000173744,P52594,AGFG1,ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175],-0.468,-0.029,-0.156,-0.222,1.82E-04,5.42E-01,3.30E-02,2.68E-02
ENSG00000006530,E9PC15,AGK,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869],0.777,-0.177,-0.362,0.016,1.09E-03,9.65E-02,2.97E-02,9.84E-01
ENSG00000162688,P35573,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]",-0.568,-0.262,-0.532,-0.646,3.55E-02,2.50E-01,1.03E-01,7.99E-02
ENSG00000092847,Q9UL18,AGO1,argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262],-0.599,0.039,0.124,-0.102,4.17E-04,9.29E-01,2.50E-01,1.22E-01
ENSG00000123908,Q9UKV8,AGO2,argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263],-0.511,0.034,0.207,0.069,1.21E-03,6.88E-01,5.66E-02,3.93E-01
ENSG00000204310,Q99943,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],0.082,0.121,0.107,-0.030,8.46E-01,7.58E-01,8.01E-01,7.75E-01
ENSG00000169692,O15120,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325],0.251,-0.153,-0.292,-0.159,1.45E-01,3.94E-01,1.52E-01,2.89E-01
ENSG00000160216,Q9NRZ7,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326],0.072,-0.129,-0.102,-0.203,7.83E-01,1.53E-01,2.12E-01,7.96E-02
ENSG00000026652,Q9NRZ5,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885],-0.515,-0.277,-0.153,0.225,1.33E-01,4.84E-01,7.01E-01,4.01E-01
ENSG00000155189,Q9NUQ2,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:20886],-0.139,-0.017,-0.052,0.568,9.31E-01,7.83E-01,8.56E-01,5.15E-02
ENSG00000018510,O00116,AGPS,alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327],-0.206,-0.035,-0.070,-0.093,2.22E-03,4.83E-01,2.17E-01,8.27E-02
ENSG00000188157,O00468,AGRN,agrin [Source:HGNC Symbol;Acc:HGNC:329],0.585,0.493,0.140,-0.634,2.05E-01,1.54E-01,9.04E-01,8.10E-02
ENSG00000135049,Q9UPW5,AGTPBP1,ATP/GTP binding carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17258],1.442,0.433,0.121,0.068,1.13E-03,4.60E-01,9.81E-01,7.96E-01
ENSG00000177674,Q6RW13,AGTRAP,angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539],-0.524,-0.111,-0.049,-0.363,5.73E-04,3.01E-01,7.57E-01,2.58E-02
ENSG00000153207,Q8WYP5,AHCTF1,AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618],-0.195,0.020,0.136,0.286,3.24E-01,7.89E-01,3.68E-01,1.21E-01
ENSG00000101444,P23526,AHCY,adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343],0.486,-0.132,-0.204,-0.228,1.32E-03,1.79E-01,9.44E-02,7.89E-02
ENSG00000168710,O43865,AHCYL1,adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344],-0.805,0.533,0.311,-0.040,6.27E-04,2.01E-02,7.51E-02,5.96E-01
ENSG00000124942,Q09666,AHNAK,AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347],-2.151,0.279,-0.222,-0.422,4.06E-04,6.72E-02,1.03E-01,4.63E-02
ENSG00000185567,Q8IVF2,AHNAK2,AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125],-2.761,0.370,0.480,-0.447,3.71E-03,2.43E-01,1.38E-01,1.40E-01
ENSG00000106546,A0A2R8Y7G1,AHR,aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348],1.201,1.405,-0.791,-1.104,4.09E-03,1.06E-02,1.71E-01,1.05E-01
ENSG00000100591,O95433,AHSA1,activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189],0.469,0.007,-0.009,0.047,7.90E-05,6.84E-01,9.30E-01,2.48E-01
ENSG00000145192,P02765,AHSG,alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349],-3.559,-2.318,-0.636,-0.680,1.55E-03,1.13E-02,7.16E-02,6.81E-02
ENSG00000186063,Q96BJ3,AIDA,"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]",-1.158,0.265,0.183,-0.235,1.13E-03,1.01E-01,2.40E-01,1.26E-01
ENSG00000156709,O95831,AIFM1,apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768],1.231,-0.109,-0.160,-0.036,5.01E-05,2.38E-01,1.47E-01,4.83E-01
ENSG00000042286,Q9BRQ8,AIFM2,apoptosis inducing factor mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411],-0.957,-0.192,-0.707,-0.282,5.22E-03,5.75E-01,5.95E-02,2.59E-01
ENSG00000164022,Q12904,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648],-0.155,0.218,0.165,-0.018,1.92E-03,1.94E-02,2.38E-02,6.81E-01
ENSG00000106305,Q13155,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609],0.018,0.278,0.241,0.289,6.98E-01,3.38E-02,1.55E-01,1.41E-01
ENSG00000110711,A0A804HKH9,AIP,aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358],0.204,-0.173,-0.360,-0.090,5.71E-04,8.59E-03,2.93E-03,1.05E-01
ENSG00000116922,V9GYI2,AIRIM,AFG2 interacting ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:26039],0.573,-0.792,-0.459,0.749,8.56E-03,5.27E-02,1.97E-01,9.90E-02
ENSG00000106992,P00568,AK1,adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361],-0.663,-0.114,-0.576,-0.733,2.06E-02,4.70E-01,8.51E-02,6.52E-02
ENSG00000004455,P54819,AK2,adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362],0.604,0.226,0.042,-0.023,2.14E-03,1.49E-01,9.08E-01,6.91E-01
ENSG00000147853,Q9UIJ7,AK3,adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376],0.185,0.249,-0.080,-0.332,3.18E-01,2.69E-01,4.84E-01,1.13E-01
ENSG00000162433,P27144,AK4,adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363],-0.465,-0.487,-0.607,-0.430,1.18E-01,2.07E-01,1.63E-01,2.00E-01
ENSG00000154027,Q9Y6K8,AK5,adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365],-3.522,-0.354,0.101,0.023,3.22E-03,3.25E-01,5.55E-01,7.65E-01
ENSG00000085231,Q9Y3D8,AK6,adenylate kinase 6 [Source:HGNC Symbol;Acc:HGNC:49151],1.534,0.677,0.699,1.006,8.87E-04,1.44E-01,1.23E-01,9.13E-02
ENSG00000121057,Q92667,AKAP1,A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367],1.434,-0.269,-0.028,0.394,1.65E-02,3.11E-01,8.94E-01,2.83E-01
ENSG00000023516,Q9UKA4,AKAP11,A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369],-1.953,-1.107,-1.427,0.164,5.60E-04,9.49E-03,1.18E-02,4.76E-01
ENSG00000131016,Q02952,AKAP12,A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370],0.106,0.010,-0.327,-0.670,1.32E-02,4.34E-01,1.04E-02,3.17E-03
ENSG00000170776,Q12802,AKAP13,A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371],-0.414,-0.070,0.129,-0.034,1.89E-02,7.85E-01,2.13E-01,9.95E-01
ENSG00000197976,Q02040,AKAP17A,A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783],1.650,0.092,0.180,0.430,2.39E-04,4.58E-01,2.50E-01,6.56E-02
ENSG00000105127,O43823,AKAP8,A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378],0.600,0.004,0.228,0.509,1.82E-03,6.54E-01,1.09E-01,2.95E-02
ENSG00000011243,A0A7P0TAE3,AKAP8L,A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857],0.924,-0.254,-0.167,0.189,1.06E-04,3.45E-02,1.32E-01,5.53E-02
ENSG00000127914,A0A7P0T928,AKAP9,A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379],-0.416,-0.048,0.216,-0.102,1.67E-04,4.79E-01,1.82E-02,1.32E-01
ENSG00000117448,P14550,AKR1A1,aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380],-0.003,0.003,-0.104,-0.387,7.67E-01,8.83E-01,2.14E-01,3.69E-02
ENSG00000085662,P15121,AKR1B1,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381],0.265,0.231,-0.043,-0.346,8.52E-03,1.98E-02,3.59E-01,2.09E-02
ENSG00000151632,P52895,AKR1C2,aldo-keto reductase family 1 member C2 [Source:HGNC Symbol;Acc:HGNC:385],-3.613,0.057,0.752,-1.003,6.57E-04,6.35E-01,2.01E-02,2.78E-02
ENSG00000196139,A0A0A0MSS8,AKR1C3,aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386],-2.639,0.511,0.247,-0.944,2.33E-06,1.68E-02,6.72E-02,1.91E-04
ENSG00000053371,O43488,AKR7A2,aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389],-0.584,0.083,-0.164,-0.335,1.08E-03,3.83E-01,9.44E-02,3.68E-02
ENSG00000142208,P31749,AKT1,AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391],-0.731,0.057,-0.197,-0.233,1.44E-03,7.94E-01,2.39E-01,1.04E-01
ENSG00000204673,Q96B36,AKT1S1,AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426],-0.252,0.287,0.418,-0.062,9.14E-02,3.32E-02,1.18E-02,9.32E-01
ENSG00000105221,P31751,AKT2,AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392],-0.113,-0.197,-0.210,-0.296,4.50E-01,3.73E-01,3.49E-01,2.15E-01
ENSG00000117020,A0A5F9ZGY0,AKT3,AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393],-0.300,-0.025,0.069,0.062,3.82E-02,8.52E-01,6.59E-01,6.39E-01
ENSG00000166971,Q9H8T0,AKTIP,AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710],0.207,0.551,0.331,0.263,4.08E-02,1.91E-02,1.14E-01,1.38E-01
ENSG00000148218,P13716,ALAD,aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395],-1.827,0.290,0.293,-0.219,7.37E-03,4.46E-01,4.21E-01,3.17E-01
ENSG00000163631,P02768,ALB,albumin [Source:HGNC Symbol;Acc:HGNC:399],-3.727,-2.427,-0.564,-0.959,1.40E-03,1.04E-02,7.81E-02,4.83E-02
ENSG00000170017,Q13740,ALCAM,activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400],-1.654,-0.198,0.092,-0.145,1.09E-04,2.22E-02,3.18E-01,8.88E-02
ENSG00000161618,Q8IZ83,ALDH16A1,aldehyde dehydrogenase 16 family member A1 [Source:HGNC Symbol;Acc:HGNC:28114],0.300,-0.421,-0.063,-0.202,2.95E-02,2.17E-02,5.47E-01,9.64E-02
ENSG00000059573,P54886,ALDH18A1,aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722],0.016,-0.193,-0.293,0.059,9.25E-01,1.15E-01,6.23E-02,7.22E-01
ENSG00000184254,P47895,ALDH1A3,aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409],-2.082,0.504,-0.748,-2.334,7.82E-02,2.39E-01,4.56E-01,1.30E-01
ENSG00000137124,P30837,ALDH1B1,aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407],0.205,-0.495,-0.077,1.000,1.87E-01,5.48E-02,4.94E-01,1.07E-02
ENSG00000136010,A0A494C1M4,ALDH1L2,aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777],-2.042,0.733,-0.073,0.012,1.93E-03,1.62E-02,5.27E-01,8.26E-01
ENSG00000111275,P05091,ALDH2,aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404],0.974,0.317,0.198,-0.245,5.47E-05,3.84E-02,1.53E-01,8.63E-02
ENSG00000072210,P51648,ALDH3A2,aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403],0.430,-0.016,-0.335,-0.469,4.17E-03,4.86E-01,3.99E-02,1.66E-03
ENSG00000006534,P43353,ALDH3B1,aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410],-1.791,0.455,-0.431,-0.555,6.90E-03,1.49E-01,1.85E-01,1.19E-01
ENSG00000159423,P30038,ALDH4A1,aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406],0.060,0.318,-0.267,-0.068,9.93E-01,2.92E-01,2.69E-01,5.83E-01
ENSG00000112294,P51649,ALDH5A1,aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408],3.775,-0.664,-0.450,-0.308,2.22E-04,9.00E-02,3.10E-01,1.59E-01
ENSG00000119711,Q02252,ALDH6A1,aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179],0.495,0.267,-0.376,-0.531,9.07E-02,5.39E-01,2.43E-01,1.42E-01
ENSG00000164904,A0A1B0GTG2,ALDH7A1,aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877],-0.330,-0.069,-0.427,-0.411,5.02E-02,5.10E-01,8.61E-02,8.94E-02
ENSG00000143149,P49189,ALDH9A1,aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412],-0.285,-0.133,0.054,-0.250,2.95E-05,2.24E-03,3.52E-01,1.66E-03
ENSG00000149925,P04075,ALDOA,"aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]",-2.019,-0.176,-0.303,-0.395,1.52E-03,2.66E-01,1.38E-01,9.20E-02
ENSG00000109107,J3QKP5,ALDOC,"aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]",-2.085,-1.927,-3.337,-0.624,1.22E-02,4.61E-02,3.96E-02,1.54E-01
ENSG00000109107,P09972,ALDOC,"aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]",-2.387,0.192,-0.218,-0.260,1.71E-03,4.58E-01,2.41E-01,1.66E-01
ENSG00000033011,Q9BT22,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294],-0.637,-0.178,0.339,0.139,1.82E-04,3.24E-02,3.79E-02,9.22E-02
ENSG00000139133,Q5BKT4,ALG10,"ALG10 alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]",0.863,0.645,0.384,0.306,3.04E-03,5.97E-02,2.86E-01,2.81E-01
ENSG00000253710,A0A7P0T8Y4,ALG11,"ALG11 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:32456]",-1.267,-0.170,-0.275,-0.171,1.27E-03,1.93E-01,9.98E-02,1.64E-01
ENSG00000101901,A0A096LP10,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881],-0.059,0.216,0.042,-0.204,7.38E-01,2.04E-01,9.84E-02,3.71E-01
ENSG00000119523,Q9H553,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23159]",-1.001,-0.119,-0.307,-0.017,1.06E-04,1.12E-01,8.10E-02,9.16E-01
ENSG00000214160,C9J7S5,ALG3,"ALG3 alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]",-0.067,-0.082,0.099,-0.023,4.15E-01,4.03E-01,1.77E-01,8.22E-01
ENSG00000120697,A0A7P0TB27,ALG5,ALG5 dolichyl-phosphate beta-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20266],-0.637,-0.093,-0.299,-0.052,4.50E-04,2.15E-01,3.30E-02,3.39E-01
ENSG00000088035,A0A3B3ITI5,ALG6,"ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]",0.096,-0.048,0.082,-0.128,1.00E-01,8.42E-01,2.42E-01,4.63E-01
ENSG00000159063,A0A7P0Z449,ALG8,"ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]",0.257,-0.598,-0.193,0.357,2.31E-02,2.03E-02,2.45E-01,4.26E-02
ENSG00000086848,Q9H6U8,ALG9,"ALG9 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]",-0.699,-0.403,-0.476,-0.355,5.72E-03,7.01E-02,9.00E-02,2.00E-01
ENSG00000091542,Q6P6C2,ALKBH5,"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]",0.818,-0.023,0.127,0.140,1.61E-04,9.08E-01,1.81E-01,1.34E-01
ENSG00000239382,H0YEC4,ALKBH6,alkB homolog 6 [Source:HGNC Symbol;Acc:HGNC:28243],1.651,0.013,-0.152,-0.244,1.62E-02,9.36E-01,3.07E-01,2.44E-01
ENSG00000198796,Q86TB3,ALPK2,alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565],-2.627,0.967,-0.249,-0.341,2.26E-03,1.98E-02,2.97E-01,1.49E-01
ENSG00000183684,E9PB61,ALYREF,Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071],1.192,-0.195,-0.049,0.341,3.13E-03,6.74E-01,8.59E-01,8.35E-02
ENSG00000159461,Q9UKV5,AMFR,autocrine motility factor receptor [Source:HGNC Symbol;Acc:HGNC:463],0.572,0.094,0.118,0.358,5.38E-03,6.41E-01,5.36E-01,1.22E-01
ENSG00000116337,Q01433,AMPD2,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469],-0.997,-0.178,-0.050,-0.023,2.10E-04,3.32E-02,4.28E-01,5.94E-01
ENSG00000078053,P49418,AMPH,amphiphysin [Source:HGNC Symbol;Acc:HGNC:471],-0.125,0.827,0.486,0.810,1.76E-01,2.42E-03,4.40E-02,3.80E-02
ENSG00000153107,Q9H1A4,ANAPC1,anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988],0.853,0.121,0.271,0.173,5.26E-04,3.37E-01,8.76E-02,1.68E-01
ENSG00000166295,A0A087WUN5,ANAPC16,anaphase promoting complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:26976],1.028,0.504,0.247,0.548,1.19E-03,1.20E-01,3.72E-01,6.83E-02
ENSG00000176248,Q9UJX6,ANAPC2,anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989],0.814,-0.041,-0.088,0.006,8.52E-05,7.75E-01,5.25E-01,8.47E-01
ENSG00000053900,D6RAP6,ANAPC4,anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990],-0.389,-0.203,-0.291,0.010,7.13E-03,1.45E-01,8.83E-02,6.84E-01
ENSG00000089053,Q9UJX4,ANAPC5,anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713],0.976,0.125,0.052,0.192,4.48E-05,1.85E-01,5.76E-01,9.04E-02
ENSG00000196510,Q9UJX3,ANAPC7,anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380],0.970,0.364,0.363,0.623,1.37E-03,1.25E-01,1.47E-01,6.92E-02
ENSG00000136859,Q9UKU9,ANGPTL2,angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490],-1.827,0.665,-0.095,-0.566,7.26E-03,5.74E-02,6.03E-01,1.24E-01
ENSG00000145362,A0A5F9ZI73,ANK2,ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493],-0.041,0.213,-0.005,-0.868,5.12E-01,5.39E-01,7.40E-01,5.45E-02
ENSG00000185722,Q9P2R3,ANKFY1,ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20763],-0.239,0.171,-0.141,-0.235,2.18E-02,3.81E-02,6.26E-02,2.96E-02
ENSG00000131503,E9PDP5,ANKHD1,ankyrin repeat and KH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24714],0.314,0.231,0.118,0.133,1.54E-01,2.20E-01,5.33E-01,2.90E-01
ENSG00000001629,Q9P2G1,ANKIB1,ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215],-0.954,-0.113,-0.038,-0.520,3.09E-03,3.99E-01,6.45E-01,6.20E-02
ENSG00000176915,F5H1D4,ANKLE2,ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101],-0.319,-0.241,-0.013,-0.200,3.37E-02,1.85E-01,8.76E-01,2.07E-01
ENSG00000176915,Q86XL3,ANKLE2,ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101],-0.626,-0.165,0.157,0.043,4.88E-02,7.20E-01,3.09E-01,5.70E-01
ENSG00000106524,Q8IV38,ANKMY2,ankyrin repeat and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25370],-0.722,-0.035,0.242,-0.044,2.11E-03,6.87E-01,8.17E-02,5.87E-01
ENSG00000167522,Q6UB99,ANKRD11,ankyrin repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21316],0.001,-0.370,-0.102,-0.196,7.32E-01,2.17E-01,6.10E-01,3.32E-01
ENSG00000076513,Q8IZ07,ANKRD13A,ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268],-2.154,0.696,-0.015,0.012,1.01E-04,6.97E-04,7.25E-01,9.53E-01
ENSG00000132466,O75179,ANKRD17,ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:23575],0.242,0.103,0.237,0.196,1.26E-02,2.32E-01,5.25E-02,1.22E-01
ENSG00000206560,O15084,ANKRD28,ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024],0.427,0.035,-0.391,0.008,2.89E-04,6.89E-01,5.41E-02,9.50E-01
ENSG00000065413,Q8N8A2,ANKRD44,ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259],-0.736,-0.520,0.034,-0.609,5.94E-03,4.45E-02,9.61E-01,5.41E-02
ENSG00000151458,Q9ULJ7,ANKRD50,ankyrin repeat domain containing 50 [Source:HGNC Symbol;Acc:HGNC:29223],0.219,-0.417,-0.636,-0.086,3.93E-01,2.95E-01,1.94E-01,8.83E-01
